filename,filepath,label
23-Short-Finned(Pacific)Pilot Whale-57021003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short-Finned(Pacific)Pilot Whale-57021003.npy,2
23-Short-Finned(Pacific)Pilot Whale-57021004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short-Finned(Pacific)Pilot Whale-57021004.npy,2
23-Short-Finned(Pacific)Pilot Whale-57021005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\23-Short-Finned(Pacific)Pilot Whale-57021005.npy,2
24-Southern Right Whale-79002-004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\24-Southern Right Whale-79002-004.npy,9
24-Southern Right Whale-79002-007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\24-Southern Right Whale-79002-007.npy,9
24-Southern Right Whale-79002-00K,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\24-Southern Right Whale-79002-00K.npy,9
24-Southern Right Whale-79002-00L,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\24-Southern Right Whale-79002-00L.npy,9
24-Southern Right Whale-79002-00Q,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\24-Southern Right Whale-79002-00Q.npy,9
24-Southern Right Whale-79002004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\24-Southern Right Whale-79002004.npy,9
24-Southern Right Whale-79002007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\24-Southern Right Whale-79002007.npy,9
24-Southern Right Whale-7900200K,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\24-Southern Right Whale-7900200K.npy,9
24-Southern Right Whale-7900200L,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\24-Southern Right Whale-7900200L.npy,9
24-Southern Right Whale-7900200Q,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\24-Southern Right Whale-7900200Q.npy,9
25- Sperm Whale-72009-003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\25- Sperm Whale-72009-003.npy,30
25- Sperm Whale-72009003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\25- Sperm Whale-72009003.npy,30
25-Sperm Whale-72009-001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\25-Sperm Whale-72009-001.npy,30
25-Sperm Whale-72009-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\25-Sperm Whale-72009-002.npy,30
25-Sperm Whale-72009-004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\25-Sperm Whale-72009-004.npy,30
25-Sperm Whale-72009-005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\25-Sperm Whale-72009-005.npy,30
25-Sperm Whale-72009001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\25-Sperm Whale-72009001.npy,30
25-Sperm Whale-72009002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\25-Sperm Whale-72009002.npy,30
25-Sperm Whale-72009004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\25-Sperm Whale-72009004.npy,30
25-Sperm Whale-72009005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\25-Sperm Whale-72009005.npy,30
26-Spinner Dolphin-71001-00C,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\26-Spinner Dolphin-71001-00C.npy,12
26-Spinner Dolphin-71001-00N,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\26-Spinner Dolphin-71001-00N.npy,12
26-Spinner Dolphin-71001-00X,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\26-Spinner Dolphin-71001-00X.npy,12
26-Spinner Dolphin-71001-00Z,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\26-Spinner Dolphin-71001-00Z.npy,12
26-Spinner Dolphin-71001-010,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\26-Spinner Dolphin-71001-010.npy,12
26-Spinner Dolphin-7100100C,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\26-Spinner Dolphin-7100100C.npy,12
26-Spinner Dolphin-7100100N,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\26-Spinner Dolphin-7100100N.npy,12
26-Spinner Dolphin-7100100X,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\26-Spinner Dolphin-7100100X.npy,12
26-Spinner Dolphin-7100100Z,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\26-Spinner Dolphin-7100100Z.npy,12
26-Spinner Dolphin-71001010,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\26-Spinner Dolphin-71001010.npy,12
27-Striped Dolphin-58011-001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\27-Striped Dolphin-58011-001.npy,6
27-Striped Dolphin-58011-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\27-Striped Dolphin-58011-002.npy,6
27-Striped Dolphin-58011-004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\27-Striped Dolphin-58011-004.npy,6
27-Striped Dolphin-58011-007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\27-Striped Dolphin-58011-007.npy,6
27-Striped Dolphin-58011-008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\27-Striped Dolphin-58011-008.npy,6
27-Striped Dolphin-58011001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\27-Striped Dolphin-58011001.npy,6
27-Striped Dolphin-58011002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\27-Striped Dolphin-58011002.npy,6
27-Striped Dolphin-58011004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\27-Striped Dolphin-58011004.npy,6
27-Striped Dolphin-58011007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\27-Striped Dolphin-58011007.npy,6
27-Striped Dolphin-58011008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\27-Striped Dolphin-58011008.npy,6
28-Walrus-72002-001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\28-Walrus-72002-001.npy,22
28-Walrus-72002-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\28-Walrus-72002-002.npy,22
28-Walrus-72002-003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\28-Walrus-72002-003.npy,22
28-Walrus-72002-004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\28-Walrus-72002-004.npy,22
28-Walrus-72002001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\28-Walrus-72002001.npy,22
28-Walrus-72002002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\28-Walrus-72002002.npy,22
28-Walrus-72002003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\28-Walrus-72002003.npy,22
28-Walrus-72002004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\28-Walrus-72002004.npy,22
29-Weddel Seal-64041-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\29-Weddel Seal-64041-002.npy,7
29-Weddel Seal-64041002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\29-Weddel Seal-64041002.npy,7
3-Bottlenose Dolphin-56006-001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\3-Bottlenose Dolphin-56006-001.npy,23
3-Bottlenose Dolphin-56006-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\3-Bottlenose Dolphin-56006-002.npy,23
3-Bottlenose Dolphin-56006-003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\3-Bottlenose Dolphin-56006-003.npy,23
3-Bottlenose Dolphin-56006-004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\3-Bottlenose Dolphin-56006-004.npy,23
3-Bottlenose Dolphin-56006001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\3-Bottlenose Dolphin-56006001.npy,23
3-Bottlenose Dolphin-56006002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\3-Bottlenose Dolphin-56006002.npy,23
3-Bottlenose Dolphin-56006003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\3-Bottlenose Dolphin-56006003.npy,23
3-Bottlenose Dolphin-56006004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\3-Bottlenose Dolphin-56006004.npy,23
30-White beaked Dolphin-59037005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White beaked Dolphin-59037005.npy,16
30-White beaked Dolphin-59037006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White beaked Dolphin-59037006.npy,16
30-White beaked Dolphin-59037007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White beaked Dolphin-59037007.npy,16
30-White beaked Dolphin-59037008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White beaked Dolphin-59037008.npy,16
30-White-beaked Dolphin-59037-005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White-beaked Dolphin-59037-005.npy,16
30-White-beaked Dolphin-59037-006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White-beaked Dolphin-59037-006.npy,16
30-White-beaked Dolphin-59037-007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White-beaked Dolphin-59037-007.npy,16
30-White-beaked Dolphin-59037-008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White-beaked Dolphin-59037-008.npy,16
30-White-beaked Dolphin-59037005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White-beaked Dolphin-59037005.npy,16
30-White-beaked Dolphin-59037006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White-beaked Dolphin-59037006.npy,16
30-White-beaked Dolphin-59037007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White-beaked Dolphin-59037007.npy,16
30-White-beaked Dolphin-59037008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\30-White-beaked Dolphin-59037008.npy,16
31-White sided Dolphin-61072004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\31-White sided Dolphin-61072004.npy,5
31-White sided Dolphin-61072005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\31-White sided Dolphin-61072005.npy,5
31-White sided Dolphin-61072006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\31-White sided Dolphin-61072006.npy,5
31-White sided Dolphin-6107200E,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\31-White sided Dolphin-6107200E.npy,5
31-White sided Dolphin-6107200G,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\31-White sided Dolphin-6107200G.npy,5
31-White-sided Dolphin-61072-004,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\31-White-sided Dolphin-61072-004.npy,5
31-White-sided Dolphin-61072-005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\31-White-sided Dolphin-61072-005.npy,5
31-White-sided Dolphin-61072-006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\31-White-sided Dolphin-61072-006.npy,5
31-White-sided Dolphin-61072-00E,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\31-White-sided Dolphin-61072-00E.npy,5
31-White-sided Dolphin-61072-00G,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\31-White-sided Dolphin-61072-00G.npy,5
4-Bowhead Whale-78018-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\4-Bowhead Whale-78018-002.npy,8
4-Bowhead Whale-78018-003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\4-Bowhead Whale-78018-003.npy,8
4-Bowhead Whale-78018-00B,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\4-Bowhead Whale-78018-00B.npy,8
4-Bowhead Whale-78018-00D,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\4-Bowhead Whale-78018-00D.npy,8
4-Bowhead Whale-78018002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\4-Bowhead Whale-78018002.npy,8
4-Bowhead Whale-78018003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\4-Bowhead Whale-78018003.npy,8
4-Bowhead Whale-7801800B,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\4-Bowhead Whale-7801800B.npy,8
4-Bowhead Whale-7801800D,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\4-Bowhead Whale-7801800D.npy,8
5-Clymene Dolphin-83006-001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83006-001.npy,0
5-Clymene Dolphin-83006-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83006-002.npy,0
5-Clymene Dolphin-83006-003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83006-003.npy,0
5-Clymene Dolphin-83006-00N,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83006-00N.npy,0
5-Clymene Dolphin-83006001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83006001.npy,0
5-Clymene Dolphin-83006002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83006002.npy,0
5-Clymene Dolphin-83006003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83006003.npy,0
5-Clymene Dolphin-8300600N,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-8300600N.npy,0
5-Clymene Dolphin-83035-001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83035-001.npy,0
5-Clymene Dolphin-83035-002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83035-002.npy,0
5-Clymene Dolphin-83035-003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83035-003.npy,0
5-Clymene Dolphin-83035001,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83035001.npy,0
5-Clymene Dolphin-83035002,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83035002.npy,0
5-Clymene Dolphin-83035003,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\5-Clymene Dolphin-83035003.npy,0
6-Common Dolphin-58014-00J,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\6-Common Dolphin-58014-00J.npy,26
6-Common Dolphin-58014-014,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\6-Common Dolphin-58014-014.npy,26
6-Common Dolphin-58014-015,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\6-Common Dolphin-58014-015.npy,26
6-Common Dolphin-58014-028,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\6-Common Dolphin-58014-028.npy,26
6-Common Dolphin-5801400J,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\6-Common Dolphin-5801400J.npy,26
6-Common Dolphin-58014014,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\6-Common Dolphin-58014014.npy,26
6-Common Dolphin-58014015,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\6-Common Dolphin-58014015.npy,26
7-False killer whale-61023-005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\7-False killer whale-61023-005.npy,14
7-False killer whale-61023-006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\7-False killer whale-61023-006.npy,14
7-False killer whale-61023-008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\7-False killer whale-61023-008.npy,14
7-False killer whale-61023-00A,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\7-False killer whale-61023-00A.npy,14
7-False killer whale-61023005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\7-False killer whale-61023005.npy,14
7-False killer whale-61023006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\7-False killer whale-61023006.npy,14
7-False killer whale-61023008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\7-False killer whale-61023008.npy,14
7-False killer whale-6102300A,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\7-False killer whale-6102300A.npy,14
"8-Fin,Finback whale-60009-005","D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Fin,Finback whale-60009-005.npy",21
"8-Fin,Finback whale-60009-006","D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Fin,Finback whale-60009-006.npy",21
"8-Fin,Finback whale-60009-007","D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Fin,Finback whale-60009-007.npy",21
"8-Fin,Finback whale-60009-00L","D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Fin,Finback whale-60009-00L.npy",21
"8-Fin,Finback whale-60009005","D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Fin,Finback whale-60009005.npy",21
"8-Fin,Finback whale-60009006","D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Fin,Finback whale-60009006.npy",21
"8-Fin,Finback whale-60009007","D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Fin,Finback whale-60009007.npy",21
"8-Fin,Finback whale-6000900L","D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Fin,Finback whale-6000900L.npy",21
8-Finback whale-60009005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Finback whale-60009005.npy,21
8-Finback whale-60009006,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Finback whale-60009006.npy,21
8-Finback whale-60009007,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Finback whale-60009007.npy,21
8-Finback whale-6000900L,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\8-Finback whale-6000900L.npy,21
9-Fraser Dolphin-91008005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser Dolphin-91008005.npy,10
9-Fraser Dolphin-91008008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser Dolphin-91008008.npy,10
9-Fraser Dolphin-9100800C,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser Dolphin-9100800C.npy,10
9-Fraser Dolphin-9100800F,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser Dolphin-9100800F.npy,10
9-Fraser's Dolphin-91008-005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser's Dolphin-91008-005.npy,10
9-Fraser's Dolphin-91008-008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser's Dolphin-91008-008.npy,10
9-Fraser's Dolphin-91008-00C,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser's Dolphin-91008-00C.npy,10
9-Fraser's Dolphin-91008-00F,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser's Dolphin-91008-00F.npy,10
9-Fraser's Dolphin-91008005,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser's Dolphin-91008005.npy,10
9-Fraser's Dolphin-91008008,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser's Dolphin-91008008.npy,10
9-Fraser's Dolphin-9100800C,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser's Dolphin-9100800C.npy,10
9-Fraser's Dolphin-9100800F,D:\音频分类\Pytorch-AudioClassification-master-main\data\scatter\npy_data\9-Fraser's Dolphin-9100800F.npy,10
